n_exp_over_K,plain_R2_mean,plain_R2_std,plain_F_mean,plain_F_std,struct_R2_mean,struct_R2_std,struct_F_mean,struct_F_std
0.5,-0.553430363857799,6.123805024425291,0.847369305109053,0.2925414938708895,-0.5534303638578117,6.123805024425327,0.8473693051090524,0.2925414938708901
1.0,-0.553430363857799,6.123805024425291,0.847369305109053,0.2925414938708895,-0.5534303638578117,6.123805024425327,0.8473693051090524,0.2925414938708901
1.5,0.9999335892573197,1.366990153351263e-05,0.9989590390947058,0.00028926211378454037,0.9999335892573197,1.366990153350877e-05,0.9989590390947058,0.00028926211378452703
2.0,0.999967780177852,6.4267343617253485e-06,0.9995793795346191,0.00010401031641928368,0.999967780177852,6.426734361729585e-06,0.9995793795346192,0.00010401031641928258
3.0,0.9999838295423752,3.4664447722086197e-06,0.9997551652058582,6.211818567889795e-05,0.9999838295423752,3.4664447722086197e-06,0.9997551652058582,6.211818567890926e-05
5.0,0.9999921119558243,1.6272876712938083e-06,0.9998808521471176,3.53423701816822e-05,0.9999921119558243,1.6272876712938083e-06,0.9998808521471176,3.534237018168015e-05
